"average_months_on_waiting_list","average_months_since_moved_in","county","percent_62_or_more_head_or_spouse","percent_85_or_more_head_or_spouse","percent_minority","percent_occupied","state","total_wait"
7,79,"=""Adams County""",55,7,17,87,"=""PA""",86
31,102,"=""Allegheny County""",42,4,66,85,"=""PA""",133
10,85,"=""Armstrong County""",53,5,4,98,"=""PA""",95
13,91,"=""Beaver County""",41,4,36,90,"=""PA""",104
10,86,"=""Bedford County""",54,6,2,94,"=""PA""",96
30,115,"=""Berks County""",46,6,74,92,"=""PA""",145
5,79,"=""Blair County""",42,4,14,89,"=""PA""",84
9,83,"=""Bradford County""",54,5,4,88,"=""PA""",92
18,123,"=""Bucks County""",60,8,30,76,"=""PA""",141
10,83,"=""Butler County""",50,6,8,88,"=""PA""",93
8,84,"=""Cambria County""",36,3,34,91,"=""PA""",92
6,80,"=""Cameron County""",51,2,5,82,"=""PA""",86
10,87,"=""Carbon County""",49,5,13,92,"=""PA""",97
12,91,"=""Centre County""",54,7,12,93,"=""PA""",103
28,99,"=""Chester County""",49,5,54,86,"=""PA""",127
4,66,"=""Clarion County""",42,3,7,79,"=""PA""",70
11,86,"=""Clearfield County""",42,4,5,97,"=""PA""",97
11,80,"=""Clinton County""",32,5,7,91,"=""PA""",91
17,84,"=""Columbia County""",60,9,7,92,"=""PA""",101
10,90,"=""Crawford County""",41,5,11,89,"=""PA""",100
42,95,"=""Cumberland County""",53,7,30,91,"=""PA""",137
22,106,"=""Dauphin County""",36,2,75,90,"=""PA""",128
26,123,"=""Delaware County""",36,3,80,85,"=""PA""",149
5,65,"=""Elk County""",42,5,5,91,"=""PA""",70
34,91,"=""Erie County""",41,4,39,90,"=""PA""",125
9,100,"=""Fayette County""",40,3,21,87,"=""PA""",109
3,82,"=""Forest County""",34,NA,3,71,"=""PA""",85
31,88,"=""Franklin County""",46,5,32,90,"=""PA""",119
3,82,"=""Fulton County""",44,3,8,95,"=""PA""",85
6,80,"=""Greene County""",41,3,3,96,"=""PA""",86
3,71,"=""Huntingdon County""",38,3,7,97,"=""PA""",74
7,81,"=""Indiana County""",46,6,9,84,"=""PA""",88
11,82,"=""Jefferson County""",46,5,3,93,"=""PA""",93
NA,101,"=""Juniata County""",65,2,4,91,"=""PA""",100
12,95,"=""Lackawanna County""",47,5,31,89,"=""PA""",107
46,114,"=""Lancaster County""",46,5,65,87,"=""PA""",160
11,84,"=""Lawrence County""",45,5,28,82,"=""PA""",95
56,100,"=""Lebanon County""",47,4,58,83,"=""PA""",156
37,120,"=""Lehigh County""",51,5,67,86,"=""PA""",157
14,96,"=""Luzerne County""",43,4,39,87,"=""PA""",110
15,86,"=""Lycoming County""",39,2,39,87,"=""PA""",101
27,74,"=""McKean County""",38,3,5,88,"=""PA""",101
22,68,"=""Mercer County""",44,5,32,89,"=""PA""",90
5,80,"=""Mifflin County""",45,5,8,95,"=""PA""",85
54,125,"=""Monroe County""",41,3,61,94,"=""PA""",179
24,124,"=""Montgomery County""",48,7,55,79,"=""PA""",148
4,94,"=""Montour County""",55,6,6,81,"=""PA""",98
29,120,"=""Northampton County""",50,6,58,87,"=""PA""",149
6,82,"=""Northumberland County""",55,8,17,87,"=""PA""",88
30,94,"=""Perry County""",36,2,10,90,"=""PA""",124
9,133,"=""Philadelphia County""",44,5,90,89,"=""PA""",142
21,96,"=""Pike County""",32,6,33,87,"=""PA""",117
6,87,"=""Potter County""",40,4,4,80,"=""PA""",93
13,85,"=""Schuylkill County""",44,4,15,89,"=""PA""",98
5,85,"=""Snyder County""",65,10,3,61,"=""PA""",90
11,84,"=""Somerset County""",45,4,3,92,"=""PA""",95
NA,82,"=""Sullivan County""",65,4,6,90,"=""PA""",81
5,87,"=""Susquehanna County""",70,13,1,87,"=""PA""",92
8,79,"=""Tioga County""",45,6,3,90,"=""PA""",87
8,83,"=""Union County""",44,5,21,75,"=""PA""",91
5,75,"=""Venango County""",37,2,6,77,"=""PA""",80
4,75,"=""Warren County""",50,2,3,80,"=""PA""",79
25,93,"=""Washington County""",53,7,22,89,"=""PA""",118
14,83,"=""Wayne County""",48,5,9,89,"=""PA""",97
19,90,"=""Westmoreland County""",41,3,20,89,"=""PA""",109
8,89,"=""Wyoming County""",55,5,3,79,"=""PA""",97
49,96,"=""York County""",42,3,62,88,"=""PA""",145
22,95,"=""Bristol County""",65,10,9,81,"=""RI""",117
20,104,"=""Kent County""",64,7,11,89,"=""RI""",124
41,115,"=""Newport County""",41,4,37,86,"=""RI""",156
22,113,"=""Providence County""",51,5,55,93,"=""RI""",135
21,96,"=""Washington County""",54,6,19,90,"=""RI""",117
12,94,"=""Abbeville County""",32,1,76,95,"=""SC""",106
25,92,"=""Aiken County""",30,2,81,86,"=""SC""",117
29,79,"=""Allendale County""",15,NA,98,90,"=""SC""",108
11,87,"=""Anderson County""",28,2,69,92,"=""SC""",98
63,94,"=""Bamberg County""",31,2,94,91,"=""SC""",157
66,99,"=""Barnwell County""",25,1,90,90,"=""SC""",165
19,80,"=""Beaufort County""",26,2,82,86,"=""SC""",99
27,87,"=""Berkeley County""",18,1,85,89,"=""SC""",114
NA,112,"=""Calhoun County""",52,3,84,97,"=""SC""",111
23,89,"=""Charleston County""",30,1,90,90,"=""SC""",112
20,88,"=""Cherokee County""",27,1,76,96,"=""SC""",108
28,107,"=""Chester County""",26,1,88,76,"=""SC""",135
18,98,"=""Chesterfield County""",27,1,83,78,"=""SC""",116
22,112,"=""Clarendon County""",27,1,88,90,"=""SC""",134
13,89,"=""Colleton County""",19,1,91,87,"=""SC""",102
11,73,"=""Darlington County""",22,1,90,91,"=""SC""",84
42,110,"=""Dillon County""",29,1,83,84,"=""SC""",152
23,90,"=""Dorchester County""",23,1,82,90,"=""SC""",113
18,87,"=""Edgefield County""",37,2,84,94,"=""SC""",105
30,105,"=""Fairfield County""",22,2,91,87,"=""SC""",135
29,101,"=""Florence County""",27,1,94,80,"=""SC""",130
19,98,"=""Georgetown County""",35,2,84,86,"=""SC""",117
31,87,"=""Greenville County""",36,2,80,91,"=""SC""",118
5,82,"=""Greenwood County""",33,2,73,89,"=""SC""",87
44,86,"=""Hampton County""",20,1,96,79,"=""SC""",130
8,92,"=""Horry County""",32,1,67,86,"=""SC""",100
47,92,"=""Jasper County""",26,NA,96,91,"=""SC""",139
16,95,"=""Kershaw County""",28,1,80,87,"=""SC""",111
12,82,"=""Lancaster County""",25,3,85,91,"=""SC""",94
11,77,"=""Laurens County""",33,1,66,93,"=""SC""",88
18,103,"=""Lee County""",29,1,94,91,"=""SC""",121
17,96,"=""Lexington County""",30,2,76,85,"=""SC""",113
NA,106,"=""McCormick County""",19,NA,89,95,"=""SC""",105
16,90,"=""Marion County""",33,2,95,83,"=""SC""",106
12,109,"=""Marlboro County""",25,2,90,89,"=""SC""",121
15,99,"=""Newberry County""",27,1,81,89,"=""SC""",114
10,69,"=""Oconee County""",31,1,34,93,"=""SC""",79
55,88,"=""Orangeburg County""",36,3,89,90,"=""SC""",143
17,87,"=""Pickens County""",48,3,35,95,"=""SC""",104
30,104,"=""Richland County""",29,1,91,86,"=""SC""",134
15,89,"=""Saluda County""",29,1,88,93,"=""SC""",104
12,81,"=""Spartanburg County""",34,2,75,86,"=""SC""",93
12,85,"=""Sumter County""",40,3,85,91,"=""SC""",97
31,111,"=""Union County""",25,1,80,80,"=""SC""",142
35,99,"=""Williamsburg County""",29,2,97,87,"=""SC""",134
14,108,"=""York County""",39,3,76,87,"=""SC""",122
NA,NA,"=""Aurora County""",NA,NA,NA,NA,"=""SD""",-8
11,62,"=""Beadle County""",28,2,35,73,"=""SD""",73
24,83,"=""Bennett County""",29,6,74,91,"=""SD""",107
4,64,"=""Bon Homme County""",68,16,12,64,"=""SD""",68
2,58,"=""Brookings County""",39,4,17,62,"=""SD""",60
23,61,"=""Brown County""",36,5,23,85,"=""SD""",84
NA,33,"=""Brule County""",7,NA,92,80,"=""SD""",32
5,58,"=""Butte County""",38,3,14,78,"=""SD""",63
NA,NA,"=""Campbell County""",NA,NA,NA,NA,"=""SD""",-8
7,83,"=""Charles Mix County""",20,NA,92,77,"=""SD""",90
NA,NA,"=""Clark County""",NA,NA,NA,NA,"=""SD""",-8
4,62,"=""Clay County""",33,4,34,58,"=""SD""",66
2,73,"=""Codington County""",45,5,13,66,"=""SD""",75
NA,NA,"=""Corson County""",NA,NA,NA,NA,"=""SD""",-8
NA,46,"=""Custer County""",40,NA,20,84,"=""SD""",45
5,62,"=""Davison County""",39,3,17,80,"=""SD""",67
7,57,"=""Day County""",77,11,2,91,"=""SD""",64
NA,75,"=""Deuel County""",61,9,0,74,"=""SD""",74
NA,NA,"=""Dewey County""",NA,NA,NA,NA,"=""SD""",-8
NA,69,"=""Douglas County""",100,25,0,57,"=""SD""",68
NA,NA,"=""Edmunds County""",NA,NA,NA,NA,"=""SD""",-8
4,61,"=""Fall River County""",56,4,16,88,"=""SD""",65
NA,NA,"=""Faulk County""",NA,NA,NA,NA,"=""SD""",-8
NA,68,"=""Grant County""",53,7,10,73,"=""SD""",67
NA,60,"=""Gregory County""",69,10,12,72,"=""SD""",59
NA,37,"=""Haakon County""",65,30,5,69,"=""SD""",36
2,49,"=""Hamlin County""",50,5,10,84,"=""SD""",51
NA,67,"=""Hand County""",52,16,11,62,"=""SD""",66
6,64,"=""Hughes County""",26,1,51,67,"=""SD""",70
NA,46,"=""Hutchinson County""",63,8,4,52,"=""SD""",45
NA,NA,"=""Hyde County""",NA,NA,NA,NA,"=""SD""",-8
NA,41,"=""Jackson County""",55,23,32,68,"=""SD""",40
13,58,"=""Jerauld County""",69,13,0,84,"=""SD""",71
3,41,"=""Jones County""",35,8,31,81,"=""SD""",44
1,68,"=""Kingsbury County""",43,8,5,83,"=""SD""",69
2,52,"=""Lake County""",38,6,17,71,"=""SD""",54
3,67,"=""Lawrence County""",40,4,13,75,"=""SD""",70
12,60,"=""Lincoln County""",29,2,23,89,"=""SD""",72
4,58,"=""Lyman County""",35,6,29,71,"=""SD""",62
NA,NA,"=""McCook County""",NA,NA,NA,NA,"=""SD""",-8
NA,NA,"=""McPherson County""",NA,NA,NA,NA,"=""SD""",-8
NA,NA,"=""Marshall County""",NA,NA,NA,NA,"=""SD""",-8
2,60,"=""Meade County""",38,2,12,83,"=""SD""",62
NA,NA,"=""Mellette County""",NA,NA,NA,NA,"=""SD""",-8
NA,NA,"=""Miner County""",NA,NA,NA,NA,"=""SD""",-8
20,84,"=""Minnehaha County""",37,3,31,93,"=""SD""",104
NA,84,"=""Moody County""",82,5,9,81,"=""SD""",83
NA,NA,"=""Oglala Lakota County""",NA,NA,NA,NA,"=""SD""",-8
9,78,"=""Pennington County""",35,2,51,93,"=""SD""",87
8,78,"=""Perkins County""",59,20,16,89,"=""SD""",86
NA,NA,"=""Potter County""",NA,NA,NA,NA,"=""SD""",-8
7,60,"=""Roberts County""",57,16,63,88,"=""SD""",67
NA,NA,"=""Sanborn County""",NA,NA,NA,NA,"=""SD""",-8
2,48,"=""Spink County""",51,5,10,61,"=""SD""",50
6,58,"=""Stanley County""",87,7,13,81,"=""SD""",64
NA,NA,"=""Sully County""",NA,NA,NA,NA,"=""SD""",-8
NA,76,"=""Tripp County""",50,9,37,82,"=""SD""",75
2,49,"=""Turner County""",58,13,5,95,"=""SD""",51
NA,36,"=""Union County""",87,13,0,58,"=""SD""",35
2,58,"=""Walworth County""",24,2,67,69,"=""SD""",60
3,72,"=""Yankton County""",25,1,22,82,"=""SD""",75
14,84,"=""Anderson County""",35,1,18,86,"=""TN""",98
8,86,"=""Bedford County""",33,1,30,91,"=""TN""",94
NA,64,"=""Benton County""",50,7,15,90,"=""TN""",63
4,71,"=""Bledsoe County""",28,2,5,90,"=""TN""",75
26,82,"=""Blount County""",35,2,17,91,"=""TN""",108
38,62,"=""Bradley County""",43,3,23,72,"=""TN""",100
7,73,"=""Campbell County""",38,1,3,92,"=""TN""",80
9,79,"=""Cannon County""",40,2,6,99,"=""TN""",88
32,90,"=""Carroll County""",32,1,43,91,"=""TN""",122
14,71,"=""Carter County""",38,2,6,90,"=""TN""",85
19,70,"=""Cheatham County""",19,NA,49,86,"=""TN""",89
198,68,"=""Chester County""",39,4,36,92,"=""TN""",266
6,86,"=""Claiborne County""",39,1,4,95,"=""TN""",92
2,57,"=""Clay County""",29,NA,6,92,"=""TN""",59
7,73,"=""Cocke County""",31,1,8,95,"=""TN""",80
20,74,"=""Coffee County""",38,2,17,93,"=""TN""",94
35,94,"=""Crockett County""",46,NA,54,96,"=""TN""",129
13,67,"=""Cumberland County""",37,3,2,83,"=""TN""",80
24,90,"=""Davidson County""",35,2,79,86,"=""TN""",114
5,72,"=""Decatur County""",45,3,8,86,"=""TN""",77
14,87,"=""DeKalb County""",44,2,4,98,"=""TN""",101
9,68,"=""Dickson County""",39,1,14,97,"=""TN""",77
12,75,"=""Dyer County""",37,4,50,96,"=""TN""",87
43,89,"=""Fayette County""",45,2,80,87,"=""TN""",132
15,76,"=""Fentress County""",44,1,2,94,"=""TN""",91
1,66,"=""Franklin County""",31,1,16,94,"=""TN""",67
30,91,"=""Gibson County""",42,3,55,86,"=""TN""",121
3,87,"=""Giles County""",33,2,35,93,"=""TN""",90
8,66,"=""Grainger County""",78,7,3,91,"=""TN""",74
5,72,"=""Greene County""",44,2,10,95,"=""TN""",77
9,103,"=""Grundy County""",42,4,1,98,"=""TN""",112
9,78,"=""Hamblen County""",32,1,24,96,"=""TN""",87
31,89,"=""Hamilton County""",34,2,80,82,"=""TN""",120
50,49,"=""Hancock County""",25,NA,1,94,"=""TN""",99
76,98,"=""Hardeman County""",42,2,87,95,"=""TN""",174
46,78,"=""Hardin County""",48,4,12,98,"=""TN""",124
13,72,"=""Hawkins County""",43,3,4,91,"=""TN""",85
27,69,"=""Haywood County""",28,1,90,85,"=""TN""",96
22,75,"=""Henderson County""",50,4,24,97,"=""TN""",97
13,69,"=""Henry County""",42,2,33,95,"=""TN""",82
NA,72,"=""Hickman County""",81,6,3,96,"=""TN""",71
3,74,"=""Houston County""",41,NA,7,99,"=""TN""",77
NA,NA,"=""Humphreys County""",NA,NA,NA,NA,"=""TN""",-10
6,73,"=""Jackson County""",38,NA,3,90,"=""TN""",79
14,84,"=""Jefferson County""",42,2,5,94,"=""TN""",98
NA,63,"=""Johnson County""",47,1,4,88,"=""TN""",62
11,79,"=""Knox County""",33,2,47,81,"=""TN""",90
6,68,"=""Lake County""",22,1,53,90,"=""TN""",74
58,79,"=""Lauderdale County""",24,2,83,91,"=""TN""",137
4,70,"=""Lawrence County""",34,1,11,99,"=""TN""",74
9,84,"=""Lewis County""",59,5,10,100,"=""TN""",93
11,82,"=""Lincoln County""",37,1,34,95,"=""TN""",93
11,63,"=""Loudon County""",37,2,10,90,"=""TN""",74
8,63,"=""McMinn County""",33,2,11,85,"=""TN""",71
NA,56,"=""McNairy County""",43,3,23,91,"=""TN""",55
6,67,"=""Macon County""",49,2,6,97,"=""TN""",73
49,78,"=""Madison County""",25,2,89,91,"=""TN""",127
9,79,"=""Marion County""",33,2,32,93,"=""TN""",88
16,88,"=""Marshall County""",35,1,40,93,"=""TN""",104
29,77,"=""Maury County""",28,1,55,86,"=""TN""",106
8,49,"=""Meigs County""",39,NA,2,80,"=""TN""",57
10,60,"=""Monroe County""",54,3,5,87,"=""TN""",70
31,91,"=""Montgomery County""",26,1,75,85,"=""TN""",122
NA,NA,"=""Moore County""",NA,NA,NA,NA,"=""TN""",-8
10,79,"=""Morgan County""",35,1,3,93,"=""TN""",89
5,81,"=""Obion County""",27,1,48,89,"=""TN""",86
NA,63,"=""Overton County""",72,5,4,91,"=""TN""",62
NA,67,"=""Perry County""",76,10,10,89,"=""TN""",66
NA,34,"=""Pickett County""",50,NA,4,96,"=""TN""",33
NA,67,"=""Polk County""",86,5,0,98,"=""TN""",66
11,80,"=""Putnam County""",43,3,9,92,"=""TN""",91
9,81,"=""Rhea County""",36,2,10,76,"=""TN""",90
8,81,"=""Roane County""",41,2,11,93,"=""TN""",89
24,94,"=""Robertson County""",31,2,57,91,"=""TN""",118
15,94,"=""Rutherford County""",36,3,57,90,"=""TN""",109
6,87,"=""Scott County""",46,3,1,94,"=""TN""",93
9,76,"=""Sequatchie County""",33,2,2,90,"=""TN""",85
14,75,"=""Sevier County""",51,3,4,90,"=""TN""",89
30,88,"=""Shelby County""",30,2,95,90,"=""TN""",118
13,76,"=""Smith County""",42,4,8,94,"=""TN""",89
NA,79,"=""Stewart County""",54,NA,8,81,"=""TN""",78
17,68,"=""Sullivan County""",35,2,12,88,"=""TN""",85
28,76,"=""Sumner County""",39,3,53,90,"=""TN""",104
46,99,"=""Tipton County""",29,1,75,92,"=""TN""",145
14,97,"=""Trousdale County""",38,4,31,94,"=""TN""",111
26,83,"=""Unicoi County""",59,4,3,93,"=""TN""",109
17,91,"=""Union County""",28,1,1,76,"=""TN""",108
14,52,"=""Van Buren County""",51,NA,2,92,"=""TN""",66
3,77,"=""Warren County""",38,3,9,92,"=""TN""",80
6,68,"=""Washington County""",35,2,19,94,"=""TN""",74
NA,76,"=""Wayne County""",82,6,6,96,"=""TN""",75
14,51,"=""Weakley County""",36,3,31,93,"=""TN""",65
14,79,"=""White County""",44,4,9,93,"=""TN""",93
38,70,"=""Williamson County""",55,5,53,82,"=""TN""",108
27,77,"=""Wilson County""",32,2,46,88,"=""TN""",104
13,73,"=""Anderson County""",38,3,59,64,"=""TX""",86
5,34,"=""Andrews County""",33,NA,53,101,"=""TX""",39
16,91,"=""Angelina County""",30,2,77,84,"=""TX""",107
13,42,"=""Aransas County""",33,1,43,95,"=""TX""",55
3,37,"=""Archer County""",55,2,12,83,"=""TX""",40
3,56,"=""Atascosa County""",45,1,76,84,"=""TX""",59
12,109,"=""Austin County""",77,10,44,88,"=""TX""",121
2,79,"=""Bailey County""",88,12,59,91,"=""TX""",81
NA,NA,"=""Bandera County""",NA,NA,NA,NA,"=""TX""",-8
30,91,"=""Bastrop County""",34,2,57,87,"=""TX""",121
2,70,"=""Baylor County""",50,4,19,97,"=""TX""",72
23,58,"=""Bee County""",19,1,87,77,"=""TX""",81
19,81,"=""Bell County""",27,1,76,68,"=""TX""",100
28,105,"=""Bexar County""",33,2,89,85,"=""TX""",133
7,97,"=""Blanco County""",80,6,11,100,"=""TX""",104
42,69,"=""Bosque County""",64,4,14,91,"=""TX""",111
13,69,"=""Bowie County""",23,1,83,81,"=""TX""",82
25,85,"=""Brazoria County""",47,3,63,98,"=""TX""",110
23,66,"=""Brazos County""",35,2,75,88,"=""TX""",89
4,51,"=""Brewster County""",44,2,72,60,"=""TX""",55
NA,NA,"=""Briscoe County""",NA,NA,NA,NA,"=""TX""",-8
3,69,"=""Brooks County""",25,2,96,83,"=""TX""",72
5,60,"=""Brown County""",42,1,33,89,"=""TX""",65
19,59,"=""Burleson County""",27,1,61,91,"=""TX""",78
16,71,"=""Burnet County""",54,4,27,97,"=""TX""",87
33,93,"=""Caldwell County""",40,3,64,94,"=""TX""",126
9,56,"=""Calhoun County""",30,3,74,87,"=""TX""",65
8,61,"=""Callahan County""",44,3,14,75,"=""TX""",69
10,89,"=""Cameron County""",39,4,98,98,"=""TX""",99
9,77,"=""Camp County""",20,NA,75,86,"=""TX""",86
9,42,"=""Carson County""",82,NA,23,81,"=""TX""",51
5,71,"=""Cass County""",25,0,65,87,"=""TX""",76
9,106,"=""Castro County""",42,NA,88,82,"=""TX""",115
NA,138,"=""Chambers County""",NA,NA,100,66,"=""TX""",137
15,76,"=""Cherokee County""",30,1,63,72,"=""TX""",91
8,60,"=""Childress County""",37,1,47,86,"=""TX""",68
9,55,"=""Clay County""",64,NA,10,100,"=""TX""",64
NA,NA,"=""Cochran County""",NA,NA,NA,NA,"=""TX""",-8
6,53,"=""Coke County""",49,13,21,94,"=""TX""",59
4,54,"=""Coleman County""",48,6,21,87,"=""TX""",58
22,114,"=""Collin County""",31,5,81,74,"=""TX""",136
6,48,"=""Collingsworth County""",42,9,48,99,"=""TX""",54
NA,70,"=""Colorado County""",83,6,59,92,"=""TX""",69
19,74,"=""Comal County""",50,4,49,90,"=""TX""",93
6,75,"=""Comanche County""",45,4,22,84,"=""TX""",81
2,32,"=""Concho County""",52,NA,42,92,"=""TX""",34
6,55,"=""Cooke County""",45,4,25,70,"=""TX""",61
25,75,"=""Coryell County""",42,2,55,79,"=""TX""",100
2,52,"=""Cottle County""",26,4,48,83,"=""TX""",54
NA,NA,"=""Crockett County""",NA,NA,NA,NA,"=""TX""",-8
5,54,"=""Crosby County""",43,9,64,93,"=""TX""",59
NA,70,"=""Culberson County""",50,11,14,91,"=""TX""",69
9,124,"=""Dallam County""",55,9,18,81,"=""TX""",133
21,126,"=""Dallas County""",32,2,91,82,"=""TX""",147
10,52,"=""Dawson County""",54,5,76,83,"=""TX""",62
8,70,"=""Deaf Smith County""",22,1,94,91,"=""TX""",78
9,109,"=""Delta County""",34,2,49,94,"=""TX""",118
24,113,"=""Denton County""",21,2,83,77,"=""TX""",137
5,78,"=""DeWitt County""",41,3,71,86,"=""TX""",83
24,58,"=""Dickens County""",50,4,38,100,"=""TX""",82
8,71,"=""Dimmit County""",23,2,97,73,"=""TX""",79
8,84,"=""Donley County""",52,4,30,94,"=""TX""",92
7,55,"=""Duval County""",30,2,91,89,"=""TX""",62
9,53,"=""Eastland County""",41,3,15,85,"=""TX""",62
17,78,"=""Ector County""",36,3,81,78,"=""TX""",95
34,110,"=""Ellis County""",30,2,79,75,"=""TX""",144
24,97,"=""El Paso County""",41,4,97,89,"=""TX""",121
5,63,"=""Erath County""",57,4,23,91,"=""TX""",68
6,103,"=""Falls County""",35,4,82,90,"=""TX""",109
6,39,"=""Fannin County""",51,3,30,73,"=""TX""",45
10,103,"=""Fayette County""",47,7,52,77,"=""TX""",113
2,70,"=""Fisher County""",36,2,49,91,"=""TX""",72
2,65,"=""Floyd County""",33,4,75,81,"=""TX""",67
1,63,"=""Foard County""",43,4,21,93,"=""TX""",64
27,116,"=""Fort Bend County""",22,2,95,93,"=""TX""",143
17,78,"=""Franklin County""",34,NA,43,88,"=""TX""",95
3,58,"=""Freestone County""",30,3,48,95,"=""TX""",61
5,66,"=""Frio County""",22,1,95,83,"=""TX""",71
2,61,"=""Gaines County""",32,4,68,89,"=""TX""",63
43,80,"=""Galveston County""",27,1,85,86,"=""TX""",123
4,48,"=""Garza County""",40,3,67,92,"=""TX""",52
NA,88,"=""Gillespie County""",90,8,23,63,"=""TX""",87
7,63,"=""Goliad County""",38,NA,70,88,"=""TX""",70
6,89,"=""Gonzales County""",43,3,77,95,"=""TX""",95
13,54,"=""Gray County""",41,1,29,84,"=""TX""",67
15,72,"=""Grayson County""",49,4,35,81,"=""TX""",87
10,84,"=""Gregg County""",37,3,70,79,"=""TX""",94
3,72,"=""Grimes County""",47,4,83,87,"=""TX""",75
11,77,"=""Guadalupe County""",48,3,70,93,"=""TX""",88
7,58,"=""Hale County""",40,4,76,71,"=""TX""",65
6,60,"=""Hall County""",33,2,49,97,"=""TX""",66
8,61,"=""Hamilton County""",57,6,15,97,"=""TX""",69
NA,NA,"=""Hansford County""",NA,NA,NA,NA,"=""TX""",-8
11,54,"=""Hardeman County""",40,2,41,81,"=""TX""",65
23,87,"=""Hardin County""",33,1,77,86,"=""TX""",110
48,104,"=""Harris County""",32,3,93,94,"=""TX""",152
7,75,"=""Harrison County""",24,1,89,79,"=""TX""",82
6,49,"=""Haskell County""",33,7,38,90,"=""TX""",55
37,87,"=""Hays County""",40,3,71,92,"=""TX""",124
15,75,"=""Henderson County""",39,2,54,94,"=""TX""",90
15,84,"=""Hidalgo County""",34,4,98,93,"=""TX""",99
5,70,"=""Hill County""",38,2,58,89,"=""TX""",75
2,63,"=""Hockley County""",33,2,74,84,"=""TX""",65
11,66,"=""Hood County""",50,1,10,99,"=""TX""",77
7,74,"=""Hopkins County""",53,4,40,79,"=""TX""",81
6,71,"=""Houston County""",23,1,81,92,"=""TX""",77
6,63,"=""Howard County""",40,2,60,78,"=""TX""",69
13,90,"=""Hunt County""",35,2,64,87,"=""TX""",103
9,65,"=""Hutchinson County""",38,2,17,80,"=""TX""",74
NA,NA,"=""Irion County""",NA,NA,NA,NA,"=""TX""",-8
4,58,"=""Jack County""",36,NA,0,100,"=""TX""",62
8,83,"=""Jackson County""",41,3,81,78,"=""TX""",91
12,79,"=""Jasper County""",26,2,67,82,"=""TX""",91
21,74,"=""Jefferson County""",25,1,89,88,"=""TX""",95
3,54,"=""Jim Hogg County""",18,1,34,85,"=""TX""",57
6,73,"=""Jim Wells County""",33,2,94,85,"=""TX""",79
19,84,"=""Johnson County""",67,4,30,69,"=""TX""",103
6,70,"=""Jones County""",49,5,50,96,"=""TX""",76
3,65,"=""Karnes County""",27,2,85,91,"=""TX""",68
21,115,"=""Kaufman County""",15,1,88,76,"=""TX""",136
40,117,"=""Kendall County""",53,3,42,52,"=""TX""",157
1,69,"=""Kerr County""",58,5,38,72,"=""TX""",70
1,69,"=""Kimble County""",50,3,17,90,"=""TX""",70
3,53,"=""Kinney County""",24,NA,76,98,"=""TX""",56
9,65,"=""Kleberg County""",29,2,92,100,"=""TX""",74
3,58,"=""Knox County""",33,NA,50,96,"=""TX""",61
7,81,"=""Lamar County""",38,3,59,92,"=""TX""",88
2,75,"=""Lamb County""",35,5,70,88,"=""TX""",77
17,77,"=""Lampasas County""",29,1,38,86,"=""TX""",94
18,70,"=""La Salle County""",39,1,97,98,"=""TX""",88
4,63,"=""Lavaca County""",32,3,64,90,"=""TX""",67
NA,160,"=""Lee County""",45,NA,73,36,"=""TX""",159
10,67,"=""Leon County""",53,8,32,96,"=""TX""",77
5,67,"=""Liberty County""",42,2,48,91,"=""TX""",72
15,76,"=""Limestone County""",43,1,61,93,"=""TX""",91
NA,NA,"=""Lipscomb County""",NA,NA,NA,NA,"=""TX""",-8
7,72,"=""Live Oak County""",39,2,64,71,"=""TX""",79
15,80,"=""Llano County""",73,8,15,98,"=""TX""",95
10,69,"=""Lubbock County""",36,3,73,88,"=""TX""",79
4,64,"=""Lynn County""",38,1,83,100,"=""TX""",68
5,74,"=""McCulloch County""",63,6,33,97,"=""TX""",79
20,86,"=""McLennan County""",27,2,83,82,"=""TX""",106
17,86,"=""Madison County""",36,3,83,95,"=""TX""",103
3,75,"=""Marion County""",42,1,54,84,"=""TX""",78
1,84,"=""Martin County""",37,4,70,70,"=""TX""",85
3,102,"=""Mason County""",63,4,22,98,"=""TX""",105
23,67,"=""Matagorda County""",27,1,81,82,"=""TX""",90
9,98,"=""Maverick County""",45,5,98,97,"=""TX""",107
11,76,"=""Medina County""",37,3,72,88,"=""TX""",87
9,71,"=""Midland County""",39,3,82,95,"=""TX""",80
8,80,"=""Milam County""",40,4,72,82,"=""TX""",88
4,67,"=""Mills County""",36,3,14,100,"=""TX""",71
4,54,"=""Mitchell County""",38,5,59,95,"=""TX""",58
4,73,"=""Montague County""",63,2,5,90,"=""TX""",77
38,80,"=""Montgomery County""",51,4,53,92,"=""TX""",118
9,97,"=""Moore County""",41,NA,50,81,"=""TX""",106
8,87,"=""Morris County""",39,3,60,92,"=""TX""",95
NA,NA,"=""Motley County""",NA,NA,NA,NA,"=""TX""",-8
12,92,"=""Nacogdoches County""",27,1,76,96,"=""TX""",104
7,72,"=""Navarro County""",43,3,55,97,"=""TX""",79
7,78,"=""Newton County""",28,2,66,77,"=""TX""",85
19,73,"=""Nolan County""",36,2,53,91,"=""TX""",92
20,71,"=""Nueces County""",29,2,87,94,"=""TX""",91
NA,NA,"=""Ochiltree County""",NA,NA,NA,NA,"=""TX""",-8
12,78,"=""Orange County""",26,1,71,92,"=""TX""",90
10,58,"=""Palo Pinto County""",41,3,26,80,"=""TX""",68
